"idConcentracaoGasSedimento";"idCampanha";"idSitio";"dataMedida";"horaMedida";"batimetria";"profundidadeDoSedimento";"replica";"CH4";"CO2"
"1792";"1308";"13130";"2005-03-16";"16:00:00";"1.5";"-2.5";"3";"1.1411700249";"3.3875598907"
"1793";"1308";"13130";"2005-03-16";"16:00:00";"1.5";"-3.5";"3";"2.5186500549";"4.3517899513"
"1794";"1308";"13131";"2005-03-15";"09:27:00";"72.5";"-0.25";"2";"0.1641079932";"0.5066710114"
"1795";"1308";"13131";"2005-03-15";"09:27:00";"72.5";"-0.75";"2";"0.338173002";"1.2572499514"
"1796";"1308";"13131";"2005-03-15";"09:27:00";"72.5";"-1.25";"2";"0.7526659966";"1.0519599915"
"1797";"1308";"13131";"2005-03-15";"09:27:00";"72.5";"-1.75";"2";"0.5502229929";"2.1078400612"
"1798";"1308";"13131";"2005-03-15";"09:27:00";"72.5";"-2.25";"2";"1.110910058";"1.9446599483"
"1799";"1308";"13131";"2005-03-15";"09:27:00";"72.5";"-2.75";"2";"1.0907700062";"2.0056600571"
"1800";"1308";"13131";"2005-03-15";"09:27:00";"72.5";"-3.25";"2";"0.80626899";"1.7447099686"
"1801";"1308";"13131";"2005-03-15";"09:27:00";"72.5";"-3.75";"2";"1.1848900318";"2.3359999657"
"1802";"1308";"13131";"2005-03-15";"09:27:00";"72.5";"-0.25";"3";"0.3831999898";"1.8835500479"
"1803";"1308";"13131";"2005-03-15";"09:27:00";"72.5";"-0.75";"3";"0.5731329918";"1.5218800306"
"1804";"1308";"13131";"2005-03-15";"09:27:00";"72.5";"-1.25";"3";"0.924654007";"1.027780056"
"1805";"1308";"13131";"2005-03-15";"09:27:00";"72.5";"-1.75";"3";"0.7820850015";"1.1138399839"
"1806";"1308";"13131";"2005-03-15";"09:27:00";"72.5";"-2.25";"3";"1.19114995";"1.8347200155"
"1807";"1308";"13131";"2005-03-15";"09:27:00";"72.5";"-2.75";"3";"1.2541999817";"2.260819912"
"1808";"1308";"13131";"2005-03-15";"09:27:00";"72.5";"-3.25";"3";"1.3469099998";"2.8284800053"
"1809";"1308";"13131";"2005-03-15";"09:27:00";"72.5";"-3.75";"3";"1.5837099552";"2.5464100838"
"1810";"1308";"13132";"2005-03-15";"11:50:00";"68.699996948";"-0.25";"1";"0.3460980058";"0.2167199999"
"1811";"1308";"13132";"2005-03-15";"11:50:00";"68.699996948";"-0.75";"1";"0.7830020189";"0.8167669773"
"1812";"1308";"13132";"2005-03-15";"11:50:00";"68.699996948";"-1.25";"1";"1.1423399448";"0.96409899"
"1813";"1308";"13132";"2005-03-15";"11:50:00";"68.699996948";"-1.75";"1";"1.6567800045";"1.3907099962"
"1814";"1308";"13132";"2005-03-15";"11:50:00";"68.699996948";"-2.25";"1";"2.3513600826";"1.7920999527"
"1815";"1308";"13132";"2005-03-15";"11:50:00";"68.699996948";"-2.75";"1";"2.5210900307";"2.2338199615"
"1816";"1308";"13132";"2005-03-15";"11:50:00";"68.699996948";"-3.25";"1";"2.5729699135";"2.5199398994"
"1817";"1308";"13132";"2005-03-15";"11:50:00";"68.699996948";"-3.75";"1";"1.9181300402";"2.0221400261"
"1818";"1308";"13132";"2005-03-15";"11:50:00";"68.699996948";"-0.25";"2";"0.1872700006";"0.4711939991"
"1819";"1308";"13132";"2005-03-15";"11:50:00";"68.699996948";"-0.75";"2";"0.2921690047";"0.6575289965"
"1820";"1308";"13132";"2005-03-15";"11:50:00";"68.699996948";"-1.25";"2";"0.4142409861";"0.7644640207"
"1821";"1308";"13132";"2005-03-15";"11:50:00";"68.699996948";"-1.75";"2";"0.6841909885";"1.0604599714"
"1822";"1308";"13132";"2005-03-15";"11:50:00";"68.699996948";"-2.25";"2";"0.8880289793";"1.5621199608"
"1823";"1308";"13132";"2005-03-15";"11:50:00";"68.699996948";"-2.75";"2";"1.1170400381";"1.7819299698"
"1824";"1308";"13132";"2005-03-15";"11:50:00";"68.699996948";"-3.25";"2";"1.06693995";"2.0064599514"
"1825";"1308";"13132";"2005-03-15";"11:50:00";"68.699996948";"-3.75";"2";"1.3443299532";"2.1264200211"
"1826";"1308";"13133";"2005-03-15";"14:30:00";"40.599998474";"-0.25";"1";"0.1816159934";"0.5519369841"
"1827";"1308";"13133";"2005-03-15";"14:30:00";"40.599998474";"-0.75";"1";"0.3080219924";"0.6512740254"
"1828";"1308";"13133";"2005-03-15";"14:30:00";"40.599998474";"-1.25";"1";"0.5870969892";"0.8872780204"
"1829";"1308";"13133";"2005-03-15";"14:30:00";"40.599998474";"-1.75";"1";"0.7437670231";"0.9220910072"
"1830";"1308";"13133";"2005-03-15";"14:30:00";"40.599998474";"-2.25";"1";"0.9736379981";"0.978275001"
"1831";"1308";"13133";"2005-03-15";"14:30:00";"40.599998474";"-2.75";"1";"0.8322250247";"0.9767190218"
"1832";"1308";"13133";"2005-03-15";"14:30:00";"40.599998474";"-3.25";"1";"1.0339200497";"0.9458659887"
"1833";"1308";"13133";"2005-03-15";"14:30:00";"40.599998474";"-3.75";"1";"0.8589760065";"0.8148959875"
"1834";"1308";"13133";"2005-03-15";"14:30:00";"40.599998474";"-0.25";"2";"0.2110950053";"0.4964750111"
"1835";"1308";"13133";"2005-03-15";"14:30:00";"40.599998474";"-0.75";"2";"0.4598050117";"0.5472549796"
"1836";"1308";"13133";"2005-03-15";"14:30:00";"40.599998474";"-1.25";"2";"0.9509440064";"1.0941200256"
"1837";"1308";"13133";"2005-03-15";"14:30:00";"40.599998474";"-1.75";"2";"0.9584810138";"1.9083499908"
"1838";"1308";"13133";"2005-03-15";"14:30:00";"40.599998474";"-2.25";"2";"1.1532599926";"0.8162180185"
"1839";"1308";"13133";"2005-03-15";"14:30:00";"40.599998474";"-2.75";"2";"1.2094600201";"0.7979310155"
"1840";"1308";"13133";"2005-03-15";"14:30:00";"40.599998474";"-3.25";"2";"1.2217999697";"0.8256319761"
"1841";"1308";"13133";"2005-03-15";"14:30:00";"40.599998474";"-3.75";"2";"0.8092579842";"0.9835759997"
"1842";"1308";"13134";"2005-03-15";"13:23:00";"33.599998474";"-0.25";"2";"0.2123199999";"1.2640000582"
"1843";"1308";"13134";"2005-03-15";"13:23:00";"33.599998474";"-0.75";"2";"0.1788270026";"1.4562699795"
"1844";"1308";"13134";"2005-03-15";"13:23:00";"33.599998474";"-1.25";"2";"0.4860219955";"1.2708499432"
"1845";"1308";"13134";"2005-03-15";"13:23:00";"33.599998474";"-1.75";"2";"1.2736999989";"2.0234999657"
"1846";"1308";"13134";"2005-03-15";"13:23:00";"33.599998474";"-2.25";"2";"1.6213300228";"1.8538700342"
"1847";"1308";"13134";"2005-03-15";"13:23:00";"33.599998474";"-2.75";"2";"1.6668100357";"2.1409499645"
"1848";"1308";"13134";"2005-03-15";"13:23:00";"33.599998474";"-3.25";"2";"2.2859799862";"2.6958498955"
"1849";"1308";"13134";"2005-03-15";"13:23:00";"33.599998474";"-3.75";"2";"2.6291899681";"3.161659956"
"1850";"1308";"13134";"2005-03-15";"13:23:00";"33.599998474";"-0.25";"3";"0.0800264999";"1.277690053"
"1851";"1308";"13134";"2005-03-15";"13:23:00";"33.599998474";"-0.75";"3";"0.2286169976";"1.2139199972"
"1852";"1308";"13134";"2005-03-15";"13:23:00";"33.599998474";"-1.25";"3";"0.5399450064";"1.0583399534"
"1853";"1308";"13134";"2005-03-15";"13:23:00";"33.599998474";"-1.75";"3";"0.8127930164";"1.2924499512"
"1854";"1308";"13134";"2005-03-15";"13:23:00";"33.599998474";"-2.25";"3";"1.0401899815";"1.8039300442"
"1855";"1308";"13134";"2005-03-15";"13:23:00";"33.599998474";"-2.75";"3";"1.2185100317";"2.3457999229"
"1856";"1308";"13134";"2005-03-15";"13:23:00";"33.599998474";"-3.25";"3";"2.6667299271";"2.9306800365"
"1857";"1308";"13134";"2005-03-15";"13:23:00";"33.599998474";"-3.75";"3";"4.1692800522";"4.3429098129"
"1858";"1308";"13135";"2005-03-16";"09:38:00";"49";"-0.25";"2";"0.3060370088";"0.2795340121"
"1859";"1308";"13135";"2005-03-16";"09:38:00";"49";"-0.75";"2";"0.5942929983";"0.6642199755"
"1860";"1308";"13135";"2005-03-16";"09:38:00";"49";"-1.25";"2";"0.8200910091";"0.5953480005"
"1861";"1308";"13135";"2005-03-16";"09:38:00";"49";"-1.75";"2";"0.8566870093";"0.6198740005"
"1862";"1308";"13135";"2005-03-16";"09:38:00";"49";"-2.25";"2";"1.9324100018";"1.9924000502"
"1863";"1308";"13135";"2005-03-16";"09:38:00";"49";"-2.75";"2";"1.4163800478";"1.0364999771"
"1864";"1308";"13135";"2005-03-16";"09:38:00";"49";"-3.25";"2";"3.1109199524";"1.2795200348"
"1865";"1308";"13135";"2005-03-16";"09:38:00";"49";"-3.75";"2";"3.2807099819";"1.1371099949"
"1866";"1308";"13135";"2005-03-16";"09:38:00";"49";"-0.25";"3";"0.0448491983";"0.4264610112"
"1867";"1308";"13135";"2005-03-16";"09:38:00";"49";"-0.75";"3";"0.1887969971";"0.4103049934"
"1868";"1308";"13135";"2005-03-16";"09:38:00";"49";"-1.25";"3";"0.6069819927";"0.4611510038"
"1869";"1308";"13135";"2005-03-16";"09:38:00";"49";"-1.75";"3";"0.7302479744";"0.7522670031"
"1870";"1308";"13135";"2005-03-16";"09:38:00";"49";"-2.25";"3";"1.2771099806";"0.9053000212"
"1871";"1308";"13135";"2005-03-16";"09:38:00";"49";"-2.75";"3";"1.4541000128";"0.904073"
"1872";"1308";"13135";"2005-03-16";"09:38:00";"49";"-3.25";"3";"2.0122098923";"0.9156129956"
"1873";"1308";"13135";"2005-03-16";"09:38:00";"49";"-3.75";"3";"2.8474800587";"1.2819499969"
"1874";"1308";"13137";"2005-03-17";"09:20:00";"40";"-0.25";"1";"0.1974290013";"0.649650991"
"1875";"1308";"13137";"2005-03-17";"09:20:00";"40";"-0.75";"1";"0.4746029973";"0.5666000247"
"1876";"1308";"13137";"2005-03-17";"09:20:00";"40";"-1.25";"1";"0.7973719835";"0.6096310019"
"1877";"1308";"13137";"2005-03-17";"09:20:00";"40";"-1.75";"1";"1.2328799963";"0.9750890136"
"1878";"1308";"13137";"2005-03-17";"09:20:00";"40";"-2.25";"1";"1.4568599463";"0.7959309816"
"1879";"1308";"13137";"2005-03-17";"09:20:00";"40";"-2.75";"1";"2.2251999378";"1.6602599621"
"1880";"1308";"13137";"2005-03-17";"09:20:00";"40";"-3.25";"1";"2.576679945";"1.4651199579"
"1881";"1308";"13137";"2005-03-17";"09:20:00";"40";"-3.75";"1";"4.8226900101";"2.8536500931"
"1882";"1308";"13137";"2005-03-17";"09:20:00";"40";"-0.25";"2";"0.2891589999";"0.7494059801"
"1883";"1308";"13137";"2005-03-17";"09:20:00";"40";"-0.75";"2";"0.6294890046";"0.5570369959"
"1884";"1308";"13137";"2005-03-17";"09:20:00";"40";"-1.25";"2";"0.8562330008";"0.9741709828"
"1885";"1308";"13137";"2005-03-17";"09:20:00";"40";"-1.75";"2";"1.2154699564";"0.8201799989"
"1886";"1308";"13137";"2005-03-17";"09:20:00";"40";"-2.25";"2";"1.9267300367";"1.827559948"
"1887";"1308";"13137";"2005-03-17";"09:20:00";"40";"-2.75";"2";"2.4640700817";"2.3900899887"
"1888";"1308";"13137";"2005-03-17";"09:20:00";"40";"-3.25";"2";"3.0464301109";"2.6018300056"
"1889";"1308";"13137";"2005-03-17";"09:20:00";"40";"-3.75";"2";"4.7429800034";"4.4404702187"
"1890";"1308";"13138";"2005-03-17";"10:07:00";"36";"-0.25";"1";"0.3249909878";"0.5553759933"
"1891";"1308";"13138";"2005-03-17";"10:07:00";"36";"-0.75";"1";"0.6396120191";"0.8789259791"
"1892";"1308";"13138";"2005-03-17";"10:07:00";"36";"-1.25";"1";"0.8319000006";"0.5259060264"
"1893";"1308";"13138";"2005-03-17";"10:07:00";"36";"-1.75";"1";"1.1474499702";"0.8276439905"
"1894";"1308";"13138";"2005-03-17";"10:07:00";"36";"-2.25";"1";"1.2527400255";"1.0705200434"
"1895";"1308";"13138";"2005-03-17";"10:07:00";"36";"-2.75";"1";"1.7796800137";"1.5292899609"
"1896";"1308";"13138";"2005-03-17";"10:07:00";"36";"-3.25";"1";"1.8762199879";"1.097489953"
"1897";"1308";"13138";"2005-03-17";"10:07:00";"36";"-3.75";"1";"3.5060400963";"1.864380002"
"1898";"1308";"13138";"2005-03-17";"10:07:00";"36";"-0.25";"2";"0.2097100019";"0.6522960067"
"1899";"1308";"13138";"2005-03-17";"10:07:00";"36";"-0.75";"2";"0.3689959943";"0.7260699868"
"1900";"1308";"13138";"2005-03-17";"10:07:00";"36";"-1.25";"2";"0.5448809862";"0.945776999"
"1901";"1308";"13138";"2005-03-17";"10:07:00";"36";"-1.75";"2";"0.6033409834";"0.9606260061"
"1902";"1308";"13138";"2005-03-17";"10:07:00";"36";"-2.25";"2";"0.7890560031";"0.709717989"
"1903";"1308";"13138";"2005-03-17";"10:07:00";"36";"-2.75";"2";"0.8361439705";"0.7250180244"
"1904";"1308";"13138";"2005-03-17";"10:07:00";"36";"-3.25";"2";"1.1878900528";"0.808826983"
"1905";"1308";"13138";"2005-03-17";"10:07:00";"36";"-3.75";"2";"1.4180699587";"0.8715839982"
"1906";"1308";"13139";"2005-03-17";"10:50:00";"32.5";"-0.25";"1";"0.0581569001";"0.9513390064"
"1907";"1308";"13139";"2005-03-17";"10:50:00";"32.5";"-0.75";"1";"0.3310070038";"0.725440979"
"1908";"1308";"13139";"2005-03-17";"10:50:00";"32.5";"-1.25";"1";"0.5628780127";"0.5603709817"
"1909";"1308";"13139";"2005-03-17";"10:50:00";"32.5";"-1.75";"1";"0.7656930089";"1.5014200211"
"1910";"1308";"13139";"2005-03-17";"10:50:00";"32.5";"-2.25";"1";"1.0521700382";"1.1289299726"
"1911";"1308";"13139";"2005-03-17";"10:50:00";"32.5";"-2.75";"1";"1.3530299664";"1.4831700325"
"1912";"1308";"13139";"2005-03-17";"10:50:00";"32.5";"-3.25";"1";"2.1458799839";"1.8779499531"
"1913";"1308";"13139";"2005-03-17";"10:50:00";"32.5";"-3.75";"1";"4.5786099434";"3.8588900566"
"1914";"1308";"13139";"2005-03-17";"10:50:00";"32.5";"-0.25";"2";"0.1982430071";"0.4261539876"
"1915";"1308";"13139";"2005-03-17";"10:50:00";"32.5";"-0.75";"2";"0.5368930101";"0.8757290244"
"1916";"1308";"13139";"2005-03-17";"10:50:00";"32.5";"-1.25";"2";"0.6612449884";"1.1051299572"
"1917";"1308";"13139";"2005-03-17";"10:50:00";"32.5";"-1.75";"2";"1.0536299944";"1.711509943"
"1918";"1308";"13139";"2005-03-17";"10:50:00";"32.5";"-2.25";"2";"1.2604000568";"0.6711710095"
"1919";"1308";"13139";"2005-03-17";"10:50:00";"32.5";"-2.75";"2";"1.9328000546";"1.3029299974"
"1920";"1308";"13139";"2005-03-17";"10:50:00";"32.5";"-3.25";"2";"2.7255198956";"1.5532399416"
"1921";"1308";"13139";"2005-03-17";"10:50:00";"32.5";"-3.75";"2";"2.393419981";"1.9716399908"
"1922";"1308";"13136";"2005-03-16";"10:26:00";"29";"-0.25";"2";"0.0452301987";"0.3671340048"
"1923";"1308";"13136";"2005-03-16";"10:26:00";"29";"-0.75";"2";"0.0969827026";"0.5360270143"
"1924";"1308";"13136";"2005-03-16";"10:26:00";"29";"-1.25";"2";"0.336481005";"0.5896760225"
"1925";"1308";"13136";"2005-03-16";"10:26:00";"29";"-1.75";"2";"0.7689560056";"0.6190339923"
"1926";"1308";"13136";"2005-03-16";"10:26:00";"29";"-2.25";"2";"1.2854499817";"0.7069129944"
"1927";"1308";"13136";"2005-03-16";"10:26:00";"29";"-2.75";"2";"1.6828099489";"1.3582299948"
"1928";"1308";"13136";"2005-03-16";"10:26:00";"29";"-3.25";"2";"2.7118999958";"1.1759899855"
"1929";"1308";"13136";"2005-03-16";"10:26:00";"29";"-3.75";"2";"6.4064798355";"2.0557799339"
"1930";"1308";"13136";"2005-03-16";"10:26:00";"29";"-0.25";"4";"0.0897060037";"0.4556649923"
"1931";"1308";"13136";"2005-03-16";"10:26:00";"29";"-0.75";"4";"0.2403620034";"0.8094909787"
"1932";"1308";"13136";"2005-03-16";"10:26:00";"29";"-1.25";"4";"0.4540739954";"0.8491969705"
"1933";"1308";"13136";"2005-03-16";"10:26:00";"29";"-1.75";"4";"0.6659939885";"1.0359899998"
"1934";"1308";"13136";"2005-03-16";"10:26:00";"29";"-2.25";"4";"0.8716229796";"1.1429699659"
"1935";"1308";"13136";"2005-03-16";"10:26:00";"29";"-2.75";"4";"1.0737600327";"0.8285989761"
"1936";"1308";"13136";"2005-03-16";"10:26:00";"29";"-3.25";"4";"1.7549699545";"0.8583260179"
"1937";"1308";"13136";"2005-03-16";"10:26:00";"29";"-3.75";"4";"1.962370038";"1.1602499485"
"1938";"1308";"13140";"2005-03-16";"11:24:00";"35";"-0.25";"2";"0.1116689965";"0.9950590134"
"1939";"1308";"13140";"2005-03-16";"11:24:00";"35";"-0.75";"2";"0.3463329971";"0.4361380041"
"1940";"1308";"13140";"2005-03-16";"11:24:00";"35";"-1.25";"2";"0.7493609786";"0.3646140099"
"1941";"1308";"13140";"2005-03-16";"11:24:00";"35";"-1.75";"2";"1.0035300255";"1.9736499786"
"1942";"1308";"13140";"2005-03-16";"11:24:00";"35";"-2.25";"2";"1.5574300289";"1.0800299644"
"1943";"1308";"13140";"2005-03-16";"11:24:00";"35";"-2.75";"2";"1.5574300289";"1.5784800053"
"1944";"1308";"13140";"2005-03-16";"11:24:00";"35";"-3.25";"2";"2.2565801144";"1.0864800215"
"1945";"1308";"13140";"2005-03-16";"11:24:00";"35";"-3.75";"2";"2.6119101048";"1.3773499727"
"1946";"1308";"13140";"2005-03-16";"11:24:00";"35";"-0.25";"4";"0.0297272";"0.2445040047"
"1947";"1308";"13140";"2005-03-16";"11:24:00";"35";"-0.75";"4";"0.1583819985";"0.4343360066"
"1948";"1308";"13140";"2005-03-16";"11:24:00";"35";"-1.25";"4";"0.3442629874";"0.5734480023"
"1949";"1308";"13140";"2005-03-16";"11:24:00";"35";"-1.75";"4";"1.0310900211";"0.806517005"
"1950";"1308";"13140";"2005-03-16";"11:24:00";"35";"-2.25";"4";"2.1665799618";"0.8901500106"
"1951";"1308";"13140";"2005-03-16";"11:24:00";"35";"-2.75";"4";"4.2021198273";"2.9798099995"
"1952";"1308";"13140";"2005-03-16";"11:24:00";"35";"-3.25";"4";"5.8161501884";"2.8665800095"
"1953";"1308";"13140";"2005-03-16";"11:24:00";"35";"-3.75";"4";"7.3002099991";"2.1937201023"
"1954";"1308";"13141";"2005-03-17";"16:20:00";"16.799999237";"-0.25";"2";"0.1300300062";"0.5723760128"
"1955";"1308";"13141";"2005-03-17";"16:20:00";"16.799999237";"-0.75";"2";"0.5256429911";"0.9647690058"
"1956";"1308";"13141";"2005-03-17";"16:20:00";"16.799999237";"-1.25";"2";"0.8679419756";"0.9805020094"
"1957";"1308";"13141";"2005-03-17";"16:20:00";"16.799999237";"-1.75";"2";"1.0773500204";"1.5499600172"
"1958";"1308";"13141";"2005-03-17";"16:20:00";"16.799999237";"-2.25";"2";"1.7365800142";"2.2648599148"
"1959";"1308";"13141";"2005-03-17";"16:20:00";"16.799999237";"-2.75";"2";"2.8070099354";"3.0749800205"
"1960";"1308";"13141";"2005-03-17";"16:20:00";"16.799999237";"-3.25";"2";"3.622469902";"4.1073899269"
"1961";"1308";"13141";"2005-03-17";"16:20:00";"16.799999237";"-3.75";"2";"6.4008998871";"5.74669981"
"1962";"1308";"13141";"2005-03-17";"16:20:00";"16.799999237";"-0.25";"3";"0.1320600063";"0.748183012"
"1963";"1308";"13141";"2005-03-17";"16:20:00";"16.799999237";"-0.75";"3";"0.4711660147";"0.6205729842"
"1964";"1308";"13141";"2005-03-17";"16:20:00";"16.799999237";"-1.25";"3";"0.927595973";"1.2620600462"
"1965";"1308";"13141";"2005-03-17";"16:20:00";"16.799999237";"-1.75";"3";"1.2215600014";"1.7624499798"
"1966";"1308";"13141";"2005-03-17";"16:20:00";"16.799999237";"-2.25";"3";"1.223549962";"1.2651200294"
"1967";"1308";"13141";"2005-03-17";"16:20:00";"16.799999237";"-2.75";"3";"2.242939949";"2.9513199329"
"1968";"1308";"13141";"2005-03-17";"16:20:00";"16.799999237";"-3.25";"3";"2.8113899231";"5.0813999176"
"1969";"1308";"13142";"2005-03-17";"15:13:00";"9";"-0.25";"2";"0.0068508801";"0.8907880187"
"1970";"1308";"13142";"2005-03-17";"15:13:00";"9";"-0.75";"2";"0.0424194001";"2.1578299999"
"1971";"1308";"13142";"2005-03-17";"15:13:00";"9";"-1.25";"2";"0.0813796967";"2.5906500816"
"1972";"1308";"13142";"2005-03-17";"15:13:00";"9";"-1.75";"2";"0.0912631974";"2.5357100964"
"1973";"1308";"13142";"2005-03-17";"15:13:00";"9";"-2.25";"2";"0.1432590038";"2.4537498951"
"1974";"1308";"13142";"2005-03-17";"15:13:00";"9";"-2.75";"2";"0.1559700072";"3.2632799149"
"1975";"1308";"13142";"2005-03-17";"15:13:00";"9";"-3.25";"2";"0.149725005";"3.3948299885"
"1976";"1308";"13142";"2005-03-17";"15:13:00";"9";"-3.75";"2";"0.1635439992";"3.7066500187"
"1977";"1308";"13142";"2005-03-17";"15:13:00";"9";"-0.25";"3";"0";"1.1095999479"
"1978";"1308";"13142";"2005-03-17";"15:13:00";"9";"-0.75";"3";"0.0643621981";"0.2279479951"
"1979";"1308";"13142";"2005-03-17";"15:13:00";"9";"-1.25";"3";"0.1557410061";"4.9677000046"
"1980";"1308";"13142";"2005-03-17";"15:13:00";"9";"-1.75";"3";"0.1542930007";"4.7652101517"
"1981";"1308";"13142";"2005-03-17";"15:13:00";"9";"-2.25";"3";"0.3140349984";"6.4850502014"
"1982";"1308";"13142";"2005-03-17";"15:13:00";"9";"-2.75";"3";"0.3331770003";"5.5342698097"
"1983";"1308";"13142";"2005-03-17";"15:13:00";"9";"-3.25";"3";"0.4605729878";"7.7270898819"
"1984";"1308";"13142";"2005-03-17";"15:13:00";"9";"-3.75";"3";"0.3369919956";"6.9871997833"
"1985";"1308";"13143";"2005-03-17";"13:40:00";"4";"-0.25";"2";"0";"0.606317997"
"1986";"1308";"13143";"2005-03-17";"13:40:00";"4";"-0.75";"2";"0.00853936";"0.6958870292"
"1987";"1308";"13143";"2005-03-17";"13:40:00";"4";"-1.25";"2";"0.0178436004";"1.0114099979"
"1988";"1308";"13143";"2005-03-17";"13:40:00";"4";"-1.75";"2";"0.0230347998";"1.2569299936"
"1989";"1308";"13143";"2005-03-17";"13:40:00";"4";"-2.25";"2";"0.0301708002";"1.3421599865"
"1990";"1308";"13143";"2005-03-17";"13:40:00";"4";"-2.75";"2";"0.0463256985";"1.9797899723"
"1991";"1308";"13143";"2005-03-17";"13:40:00";"4";"-3.25";"2";"0.0380735993";"1.9376000166"
"1992";"1308";"13143";"2005-03-17";"13:40:00";"4";"-3.75";"2";"0.0404625013";"2.6730101109"
"1993";"1308";"13143";"2005-03-17";"13:40:00";"4";"-0.25";"3";"0.0174653009";"0.4305369854"
"1994";"1308";"13143";"2005-03-17";"13:40:00";"4";"-0.75";"3";"0.0309900008";"0.5810030103"
"1995";"1308";"13143";"2005-03-17";"13:40:00";"4";"-1.25";"3";"0.0545017011";"1.2662700415"
"1996";"1308";"13143";"2005-03-17";"13:40:00";"4";"-1.75";"3";"0.0705197006";"2.3328199387"
"1997";"1308";"13143";"2005-03-17";"13:40:00";"4";"-2.25";"3";"0.1373800039";"2.6593999863"
"1998";"1308";"13143";"2005-03-17";"13:40:00";"4";"-2.75";"3";"0.1086829975";"1.8299800158"
"1999";"1308";"13143";"2005-03-17";"13:40:00";"4";"-3.25";"3";"0.1320009977";"3.4179298878"
"2000";"1308";"13143";"2005-03-17";"13:40:00";"4";"-3.75";"3";"0.1144310012";"3.2320199013"
"2001";"1311";"13130";"2005-08-23";"15:40:00";"0.6000000238";"-0.5";"1";"0.2253610045";"2.4226698875"
"2002";"1311";"13130";"2005-08-23";"15:40:00";"0.6000000238";"-1.5";"1";"0.3713870049";"2.5644700527"
"2003";"1311";"13130";"2005-08-23";"15:40:00";"0.6000000238";"-2.5";"1";"0.2840090096";"1.8095500469"
"2004";"1311";"13130";"2005-08-23";"15:40:00";"0.6000000238";"-3.5";"1";"0.3896700144";"2.8080699444"
"2005";"1311";"13130";"2005-08-23";"15:40:00";"0.6000000238";"-0.5";"2";"0.0418150984";"2.42572999"
"2006";"1311";"13130";"2005-08-23";"15:40:00";"0.6000000238";"-1.5";"2";"0.0439068004";"3.0970900059"
"2007";"1311";"13130";"2005-08-23";"15:40:00";"0.6000000238";"-2.5";"2";"0.0472262986";"2.0314700603"
"2008";"1311";"13130";"2005-08-23";"15:40:00";"0.6000000238";"-3.5";"2";"0.0184386";"1.6345900297"
"2009";"1311";"13144";"2005-08-21";"09:30:00";"78.400001526";"-0.25";"2";"0.2173150033";"0.7215530276"
"2010";"1311";"13144";"2005-08-21";"09:30:00";"78.400001526";"-0.75";"2";"0.3409009874";"0.7450169921"
"2011";"1311";"13144";"2005-08-21";"09:30:00";"78.400001526";"-1.25";"2";"0.4359560013";"0.9722070098"
"2012";"1311";"13144";"2005-08-21";"09:30:00";"78.400001526";"-1.75";"2";"0.5620290041";"1.0650299788"
"2013";"1311";"13144";"2005-08-21";"09:30:00";"78.400001526";"-2.25";"2";"0.7240719795";"1.4125000238"
"2014";"1311";"13144";"2005-08-21";"09:30:00";"78.400001526";"-2.75";"2";"0.933513999";"1.8280800581"
"2015";"1311";"13144";"2005-08-21";"09:30:00";"78.400001526";"-3.25";"2";"1.0224000216";"1.3787100315"
"2016";"1311";"13144";"2005-08-21";"09:30:00";"78.400001526";"-3.75";"2";"1.0745799541";"1.5074299574"
"2017";"1311";"13144";"2005-08-21";"09:30:00";"78.400001526";"-0.25";"3";"0.4620569944";"0.3848730028"
"2018";"1311";"13144";"2005-08-21";"09:30:00";"78.400001526";"-0.75";"3";"0.3556109965";"0.6243309975"
"2019";"1311";"13144";"2005-08-21";"09:30:00";"78.400001526";"-1.25";"3";"0.3708559871";"0.6473580003"
"2020";"1311";"13144";"2005-08-21";"09:30:00";"78.400001526";"-1.75";"3";"0.6456009746";"1.0587199926"
"2021";"1311";"13144";"2005-08-21";"09:30:00";"78.400001526";"-2.25";"3";"0.5756660104";"0.7857949734"
"2022";"1311";"13144";"2005-08-21";"09:30:00";"78.400001526";"-2.75";"3";"0.8241249919";"0.910112977"
"2023";"1311";"13144";"2005-08-21";"09:30:00";"78.400001526";"-3.25";"3";"1.0515700579";"1.6440600157"
"2024";"1311";"13144";"2005-08-21";"09:30:00";"78.400001526";"-3.75";"3";"1.0301500559";"1.471570015"
"2025";"1311";"13145";"2005-08-21";"11:15:00";"57";"-0.25";"3";"0.2275200039";"0.4426339865"
"2026";"1311";"13145";"2005-08-21";"11:15:00";"57";"-0.75";"3";"0.3099170029";"0.4199869931"
"2027";"1311";"13145";"2005-08-21";"11:15:00";"57";"-1.25";"3";"0.6682689786";"0.7244430184"
"2028";"1311";"13145";"2005-08-21";"11:15:00";"57";"-1.75";"3";"1.8079199791";"0.9871910214"
"2029";"1311";"13145";"2005-08-21";"11:15:00";"57";"-2.25";"3";"1.494410038";"0.5373860002"
"2030";"1311";"13145";"2005-08-21";"11:15:00";"57";"-2.75";"3";"1.564890027";"0.4589399993"
"2031";"1311";"13145";"2005-08-21";"11:15:00";"57";"-3.25";"3";"2.5689899921";"1.0545099974"
"2032";"1311";"13145";"2005-08-21";"11:15:00";"57";"-3.75";"3";"2.8282198906";"0.8250640035"
"2033";"1311";"13145";"2005-08-21";"11:15:00";"57";"-0.25";"2";"0.3778730035";"0.2750419974"
